,Region,Year,Series_x,Value_x,Series_y,Value_y
18918,Zimbabwe,2010,"Intentional homicide rates per 100,000",5.5994,Gross enrollment ratio - Tertiary (male),7.7958
18919,Zimbabwe,2010,"Intentional homicide rates per 100,000",5.5994,Gross enrollment ratio - Tertiary (female),5.7147
18922,"Total, all countries or areas",2014,,,Gross enrollment ratio - Primary (male),102.8891
18923,"Total, all countries or areas",2014,,,Gross enrollment ratio - Primary (female),102.6662
18925,"Total, all countries or areas",2014,,,Gross enrollment ratio - Secondary (male),75.7289
18926,"Total, all countries or areas",2014,,,Gross enrollment ratio - Secondary (female),74.8817
18928,"Total, all countries or areas",2014,,,Gross enrollment ratio - Tertiary (male),33.8861
18929,"Total, all countries or areas",2014,,,Gross enrollment ratio - Tertiary (female),37.7781
18931,"Total, all countries or areas",2015,,,Gross enrollment ratio - Primary (male),102.5383
18932,"Total, all countries or areas",2015,,,Gross enrollment ratio - Primary (female),102.4833
18934,"Total, all countries or areas",2015,,,Gross enrollment ratio - Secondary (male),75.8609
18935,"Total, all countries or areas",2015,,,Gross enrollment ratio - Secondary (female),74.9425
18937,"Total, all countries or areas",2015,,,Gross enrollment ratio - Tertiary (male),34.8279
18938,"Total, all countries or areas",2015,,,Gross enrollment ratio - Tertiary (female),38.8984
18940,"Total, all countries or areas",2018,,,Gross enrollment ratio - Primary (male),103.7687
18941,"Total, all countries or areas",2018,,,Gross enrollment ratio - Primary (female),104.1346
18943,"Total, all countries or areas",2018,,,Gross enrollment ratio - Secondary (male),75.9838
18944,"Total, all countries or areas",2018,,,Gross enrollment ratio - Secondary (female),75.1079
18946,"Total, all countries or areas",2018,,,Gross enrollment ratio - Tertiary (male),35.6392
18947,"Total, all countries or areas",2018,,,Gross enrollment ratio - Tertiary (female),40.6049
18949,Northern Africa,2005,,,Gross enrollment ratio - Primary (male),96.9346
18950,Northern Africa,2005,,,Gross enrollment ratio - Primary (female),89.9283
18952,Northern Africa,2005,,,Gross enrollment ratio - Secondary (male),69.8168
18953,Northern Africa,2005,,,Gross enrollment ratio - Secondary (female),68.9041
18955,Northern Africa,2005,,,Gross enrollment ratio - Tertiary (male),24.1102
18956,Northern Africa,2005,,,Gross enrollment ratio - Tertiary (female),23.2441
18958,Northern Africa,2010,,,Gross enrollment ratio - Primary (male),100.801
18959,Northern Africa,2010,,,Gross enrollment ratio - Primary (female),95.4895
18961,Northern Africa,2010,,,Gross enrollment ratio - Secondary (male),71.9724
18962,Northern Africa,2010,,,Gross enrollment ratio - Secondary (female),70.347
18964,Northern Africa,2010,,,Gross enrollment ratio - Tertiary (male),26.2268
18965,Northern Africa,2010,,,Gross enrollment ratio - Tertiary (female),28.1748
18967,Northern Africa,2014,,,Gross enrollment ratio - Primary (male),101.1054
18968,Northern Africa,2014,,,Gross enrollment ratio - Primary (female),97.8254
18970,Northern Africa,2014,,,Gross enrollment ratio - Secondary (male),77.7209
18971,Northern Africa,2014,,,Gross enrollment ratio - Secondary (female),76.7317
18973,Northern Africa,2014,,,Gross enrollment ratio - Tertiary (male),28.1288
18974,Northern Africa,2014,,,Gross enrollment ratio - Tertiary (female),30.3103
18976,Northern Africa,2015,,,Gross enrollment ratio - Primary (male),101.4662
18977,Northern Africa,2015,,,Gross enrollment ratio - Primary (female),97.9952
18979,Northern Africa,2015,,,Gross enrollment ratio - Secondary (male),78.6103
18980,Northern Africa,2015,,,Gross enrollment ratio - Secondary (female),78.1702
18982,Northern Africa,2015,,,Gross enrollment ratio - Tertiary (male),30.0797
18983,Northern Africa,2015,,,Gross enrollment ratio - Tertiary (female),33.1289
18985,Northern Africa,2018,,,Gross enrollment ratio - Primary (male),102.6884
18986,Northern Africa,2018,,,Gross enrollment ratio - Primary (female),100.0948
18988,Northern Africa,2018,,,Gross enrollment ratio - Secondary (male),81.1671
18989,Northern Africa,2018,,,Gross enrollment ratio - Secondary (female),81.2448
18991,Northern Africa,2018,,,Gross enrollment ratio - Tertiary (male),32.1847
18992,Northern Africa,2018,,,Gross enrollment ratio - Tertiary (female),37.6613
18994,Sub-Saharan Africa,2005,,,Gross enrollment ratio - Primary (male),100.7582
18995,Sub-Saharan Africa,2005,,,Gross enrollment ratio - Primary (female),88.8994
18997,Sub-Saharan Africa,2005,,,Gross enrollment ratio - Secondary (male),35.7097
18998,Sub-Saharan Africa,2005,,,Gross enrollment ratio - Secondary (female),27.9346
19000,Sub-Saharan Africa,2005,,,Gross enrollment ratio - Tertiary (male),7.1337
19001,Sub-Saharan Africa,2005,,,Gross enrollment ratio - Tertiary (female),4.7517
19003,Sub-Saharan Africa,2010,,,Gross enrollment ratio - Primary (male),102.153
19004,Sub-Saharan Africa,2010,,,Gross enrollment ratio - Primary (female),94.5502
19006,Sub-Saharan Africa,2010,,,Gross enrollment ratio - Secondary (male),43.4882
19007,Sub-Saharan Africa,2010,,,Gross enrollment ratio - Secondary (female),35.6553
19009,Sub-Saharan Africa,2010,,,Gross enrollment ratio - Tertiary (male),9.0161
19010,Sub-Saharan Africa,2010,,,Gross enrollment ratio - Tertiary (female),6.0684
19012,Sub-Saharan Africa,2014,,,Gross enrollment ratio - Primary (male),102.9735
19013,Sub-Saharan Africa,2014,,,Gross enrollment ratio - Primary (female),97.9228
19015,Sub-Saharan Africa,2014,,,Gross enrollment ratio - Secondary (male),46.5018
19016,Sub-Saharan Africa,2014,,,Gross enrollment ratio - Secondary (female),40.0079
19018,Sub-Saharan Africa,2014,,,Gross enrollment ratio - Tertiary (male),10.2468
19019,Sub-Saharan Africa,2014,,,Gross enrollment ratio - Tertiary (female),7.1574
19021,Sub-Saharan Africa,2015,,,Gross enrollment ratio - Primary (male),101.0382
19022,Sub-Saharan Africa,2015,,,Gross enrollment ratio - Primary (female),96.7695
19024,Sub-Saharan Africa,2015,,,Gross enrollment ratio - Secondary (male),46.9239
19025,Sub-Saharan Africa,2015,,,Gross enrollment ratio - Secondary (female),40.5197
19027,Sub-Saharan Africa,2015,,,Gross enrollment ratio - Tertiary (male),10.3086
19028,Sub-Saharan Africa,2015,,,Gross enrollment ratio - Tertiary (female),7.361
19030,Sub-Saharan Africa,2018,,,Gross enrollment ratio - Primary (male),100.702
19031,Sub-Saharan Africa,2018,,,Gross enrollment ratio - Primary (female),96.4883
19033,Sub-Saharan Africa,2018,,,Gross enrollment ratio - Secondary (male),46.0384
19034,Sub-Saharan Africa,2018,,,Gross enrollment ratio - Secondary (female),40.5277
19036,Sub-Saharan Africa,2018,,,Gross enrollment ratio - Tertiary (male),10.4501
19037,Sub-Saharan Africa,2018,,,Gross enrollment ratio - Tertiary (female),7.6874
19039,Northern America,2014,,,Gross enrollment ratio - Primary (male),99.9297
19040,Northern America,2014,,,Gross enrollment ratio - Primary (female),99.7195
19042,Northern America,2014,,,Gross enrollment ratio - Secondary (male),97.4866
19043,Northern America,2014,,,Gross enrollment ratio - Secondary (female),98.5818
19045,Northern America,2014,,,Gross enrollment ratio - Tertiary (male),73.5407
19046,Northern America,2014,,,Gross enrollment ratio - Tertiary (female),99.9071
19048,Northern America,2015,,,Gross enrollment ratio - Primary (male),100.4608
19049,Northern America,2015,,,Gross enrollment ratio - Primary (female),100.5046
19051,Northern America,2015,,,Gross enrollment ratio - Secondary (male),98.2685
19052,Northern America,2015,,,Gross enrollment ratio - Secondary (female),99.2706
19054,Northern America,2015,,,Gross enrollment ratio - Tertiary (male),73.7542
19055,Northern America,2015,,,Gross enrollment ratio - Tertiary (female),99.9286
19057,Northern America,2018,,,Gross enrollment ratio - Primary (male),101.9865
19058,Northern America,2018,,,Gross enrollment ratio - Primary (female),101.4942
19060,Northern America,2018,,,Gross enrollment ratio - Secondary (male),100.3729
19061,Northern America,2018,,,Gross enrollment ratio - Secondary (female),100.0157
19063,Northern America,2018,,,Gross enrollment ratio - Tertiary (male),73.4171
19064,Northern America,2018,,,Gross enrollment ratio - Tertiary (female),99.7608
19066,Latin America & the Caribbean,2005,,,Gross enrollment ratio - Primary (male),117.7579
19067,Latin America & the Caribbean,2005,,,Gross enrollment ratio - Primary (female),114.2829
19069,Latin America & the Caribbean,2005,,,Gross enrollment ratio - Secondary (male),83.7672
19070,Latin America & the Caribbean,2005,,,Gross enrollment ratio - Secondary (female),89.919
19072,Latin America & the Caribbean,2005,,,Gross enrollment ratio - Tertiary (male),28.1294
19073,Latin America & the Caribbean,2005,,,Gross enrollment ratio - Tertiary (female),34.013
19075,Latin America & the Caribbean,2010,,,Gross enrollment ratio - Primary (male),116.6578
19076,Latin America & the Caribbean,2010,,,Gross enrollment ratio - Primary (female),113.0508
19078,Latin America & the Caribbean,2010,,,Gross enrollment ratio - Secondary (male),85.832
19079,Latin America & the Caribbean,2010,,,Gross enrollment ratio - Secondary (female),92.866
19081,Latin America & the Caribbean,2010,,,Gross enrollment ratio - Tertiary (male),36.083
19082,Latin America & the Caribbean,2010,,,Gross enrollment ratio - Tertiary (female),46.5475
19084,Latin America & the Caribbean,2014,,,Gross enrollment ratio - Primary (male),111.1306
19085,Latin America & the Caribbean,2014,,,Gross enrollment ratio - Primary (female),108.6921
19087,Latin America & the Caribbean,2014,,,Gross enrollment ratio - Secondary (male),91.1511
19088,Latin America & the Caribbean,2014,,,Gross enrollment ratio - Secondary (female),97.0713
19090,Latin America & the Caribbean,2014,,,Gross enrollment ratio - Tertiary (male),41.5731
19091,Latin America & the Caribbean,2014,,,Gross enrollment ratio - Tertiary (female),53.9114
19093,Latin America & the Caribbean,2015,,,Gross enrollment ratio - Primary (male),110.0817
19094,Latin America & the Caribbean,2015,,,Gross enrollment ratio - Primary (female),107.8503
19096,Latin America & the Caribbean,2015,,,Gross enrollment ratio - Secondary (male),92.0075
19097,Latin America & the Caribbean,2015,,,Gross enrollment ratio - Secondary (female),97.0688
19099,Latin America & the Caribbean,2015,,,Gross enrollment ratio - Tertiary (male),42.6907
19100,Latin America & the Caribbean,2015,,,Gross enrollment ratio - Tertiary (female),55.1902
19102,Latin America & the Caribbean,2018,,,Gross enrollment ratio - Primary (male),110.3156
19103,Latin America & the Caribbean,2018,,,Gross enrollment ratio - Primary (female),108.1623
19105,Latin America & the Caribbean,2018,,,Gross enrollment ratio - Secondary (male),94.0361
19106,Latin America & the Caribbean,2018,,,Gross enrollment ratio - Secondary (female),97.9306
19108,Latin America & the Caribbean,2018,,,Gross enrollment ratio - Tertiary (male),45.06
19109,Latin America & the Caribbean,2018,,,Gross enrollment ratio - Tertiary (female),58.6175
19111,Eastern Asia,2014,,,Gross enrollment ratio - Primary (male),96.083
19112,Eastern Asia,2014,,,Gross enrollment ratio - Primary (female),96.1877
19114,Eastern Asia,2014,,,Gross enrollment ratio - Secondary (male),85.7484
19115,Eastern Asia,2014,,,Gross enrollment ratio - Secondary (female),87.4116
19117,Eastern Asia,2014,,,Gross enrollment ratio - Tertiary (male),43.0442
19118,Eastern Asia,2014,,,Gross enrollment ratio - Tertiary (female),47.4405
19120,Eastern Asia,2015,,,Gross enrollment ratio - Primary (male),96.4411
19121,Eastern Asia,2015,,,Gross enrollment ratio - Primary (female),96.6893
19123,Eastern Asia,2015,,,Gross enrollment ratio - Secondary (male),84.643
19124,Eastern Asia,2015,,,Gross enrollment ratio - Secondary (female),86.513
19126,Eastern Asia,2015,,,Gross enrollment ratio - Tertiary (male),45.6884
19127,Eastern Asia,2015,,,Gross enrollment ratio - Tertiary (female),51.4554
19129,Eastern Asia,2018,,,Gross enrollment ratio - Primary (male),100.1737
19130,Eastern Asia,2018,,,Gross enrollment ratio - Primary (female),101.2546
19132,Eastern Asia,2018,,,Gross enrollment ratio - Secondary (male),84.8318
19133,Eastern Asia,2018,,,Gross enrollment ratio - Secondary (female),86.322
19135,Eastern Asia,2018,,,Gross enrollment ratio - Tertiary (male),47.7594
19136,Eastern Asia,2018,,,Gross enrollment ratio - Tertiary (female),55.4312
19138,South-eastern Asia,2014,,,Gross enrollment ratio - Primary (male),108.6516
19139,South-eastern Asia,2014,,,Gross enrollment ratio - Primary (female),106.6333
19141,South-eastern Asia,2014,,,Gross enrollment ratio - Secondary (male),78.3278
19142,South-eastern Asia,2014,,,Gross enrollment ratio - Secondary (female),78.9845
19144,South-eastern Asia,2014,,,Gross enrollment ratio - Tertiary (male),29.4483
19145,South-eastern Asia,2014,,,Gross enrollment ratio - Tertiary (female),34.7723
19147,South-eastern Asia,2015,,,Gross enrollment ratio - Primary (male),108.8842
19148,South-eastern Asia,2015,,,Gross enrollment ratio - Primary (female),106.1296
19150,South-eastern Asia,2015,,,Gross enrollment ratio - Secondary (male),80.6859
19151,South-eastern Asia,2015,,,Gross enrollment ratio - Secondary (female),80.9456
19153,South-eastern Asia,2015,,,Gross enrollment ratio - Tertiary (male),30.3215
19154,South-eastern Asia,2015,,,Gross enrollment ratio - Tertiary (female),35.6742
19156,South-eastern Asia,2018,,,Gross enrollment ratio - Primary (male),108.2406
19157,South-eastern Asia,2018,,,Gross enrollment ratio - Primary (female),105.586
19159,South-eastern Asia,2018,,,Gross enrollment ratio - Secondary (male),81.4152
19160,South-eastern Asia,2018,,,Gross enrollment ratio - Secondary (female),83.5083
19162,South-eastern Asia,2018,,,Gross enrollment ratio - Tertiary (male),30.6147
19163,South-eastern Asia,2018,,,Gross enrollment ratio - Tertiary (female),37.7599
19165,Southern Asia,2014,,,Gross enrollment ratio - Primary (male),103.0908
19166,Southern Asia,2014,,,Gross enrollment ratio - Primary (female),109.2978
19168,Southern Asia,2014,,,Gross enrollment ratio - Secondary (male),68.6596
19169,Southern Asia,2014,,,Gross enrollment ratio - Secondary (female),68.5523
19171,Southern Asia,2014,,,Gross enrollment ratio - Tertiary (male),24.1087
19172,Southern Asia,2014,,,Gross enrollment ratio - Tertiary (female),23.2851
19174,Southern Asia,2015,,,Gross enrollment ratio - Primary (male),103.5628
19175,Southern Asia,2015,,,Gross enrollment ratio - Primary (female),109.9221
19177,Southern Asia,2015,,,Gross enrollment ratio - Secondary (male),68.9756
19178,Southern Asia,2015,,,Gross enrollment ratio - Secondary (female),68.8892
19180,Southern Asia,2015,,,Gross enrollment ratio - Tertiary (male),25.1842
19181,Southern Asia,2015,,,Gross enrollment ratio - Tertiary (female),24.1402
19183,Southern Asia,2018,,,Gross enrollment ratio - Primary (male),106.8126
19184,Southern Asia,2018,,,Gross enrollment ratio - Primary (female),114.8097
19186,Southern Asia,2018,,,Gross enrollment ratio - Secondary (male),69.6555
19187,Southern Asia,2018,,,Gross enrollment ratio - Secondary (female),69.8511
19189,Southern Asia,2018,,,Gross enrollment ratio - Tertiary (male),25.7339
19190,Southern Asia,2018,,,Gross enrollment ratio - Tertiary (female),25.785
19192,Western Asia,2014,,,Gross enrollment ratio - Primary (male),105.3217
19193,Western Asia,2014,,,Gross enrollment ratio - Primary (female),98.2736
19195,Western Asia,2014,,,Gross enrollment ratio - Secondary (male),86.5105
19196,Western Asia,2014,,,Gross enrollment ratio - Secondary (female),78.8861
19198,Western Asia,2014,,,Gross enrollment ratio - Tertiary (male),48.7843
19199,Western Asia,2014,,,Gross enrollment ratio - Tertiary (female),46.8669
19201,Western Asia,2015,,,Gross enrollment ratio - Primary (male),104.4532
19202,Western Asia,2015,,,Gross enrollment ratio - Primary (female),98.118
19204,Western Asia,2015,,,Gross enrollment ratio - Secondary (male),86.6766
19205,Western Asia,2015,,,Gross enrollment ratio - Secondary (female),78.9954
19207,Western Asia,2015,,,Gross enrollment ratio - Tertiary (male),51.6906
19208,Western Asia,2015,,,Gross enrollment ratio - Tertiary (female),49.9578
19210,Western Asia,2018,,,Gross enrollment ratio - Primary (male),99.5212
19211,Western Asia,2018,,,Gross enrollment ratio - Primary (female),93.4857
19213,Western Asia,2018,,,Gross enrollment ratio - Secondary (male),88.629
19214,Western Asia,2018,,,Gross enrollment ratio - Secondary (female),80.1305
19216,Western Asia,2018,,,Gross enrollment ratio - Tertiary (male),57.0956
19217,Western Asia,2018,,,Gross enrollment ratio - Tertiary (female),55.5494
19219,Europe,2014,,,Gross enrollment ratio - Primary (male),101.0492
19220,Europe,2014,,,Gross enrollment ratio - Primary (female),101.1535
19222,Europe,2014,,,Gross enrollment ratio - Secondary (male),106.878
19223,Europe,2014,,,Gross enrollment ratio - Secondary (female),106.5633
19225,Europe,2014,,,Gross enrollment ratio - Tertiary (male),62.7826
19226,Europe,2014,,,Gross enrollment ratio - Tertiary (female),77.0244
19228,Europe,2015,,,Gross enrollment ratio - Primary (male),100.5275
19229,Europe,2015,,,Gross enrollment ratio - Primary (female),100.6699
19231,Europe,2015,,,Gross enrollment ratio - Secondary (male),106.9037
19232,Europe,2015,,,Gross enrollment ratio - Secondary (female),106.5273
19234,Europe,2015,,,Gross enrollment ratio - Tertiary (male),62.5462
19235,Europe,2015,,,Gross enrollment ratio - Tertiary (female),76.8251
19237,Europe,2018,,,Gross enrollment ratio - Primary (male),101.1125
19238,Europe,2018,,,Gross enrollment ratio - Primary (female),100.8908
19240,Europe,2018,,,Gross enrollment ratio - Secondary (male),107.3663
19241,Europe,2018,,,Gross enrollment ratio - Secondary (female),106.733
19243,Europe,2018,,,Gross enrollment ratio - Tertiary (male),64.5218
19244,Europe,2018,,,Gross enrollment ratio - Tertiary (female),78.9673
19246,Oceania,2014,,,Gross enrollment ratio - Primary (male),106.6758
19247,Oceania,2014,,,Gross enrollment ratio - Primary (female),103.2097
19249,Oceania,2014,,,Gross enrollment ratio - Secondary (male),116.87
19250,Oceania,2014,,,Gross enrollment ratio - Secondary (female),104.5394
19252,Oceania,2014,,,Gross enrollment ratio - Tertiary (male),62.7163
19253,Oceania,2014,,,Gross enrollment ratio - Tertiary (female),88.5265
19255,Oceania,2015,,,Gross enrollment ratio - Primary (male),104.8501
19256,Oceania,2015,,,Gross enrollment ratio - Primary (female),101.7676
19258,Oceania,2015,,,Gross enrollment ratio - Secondary (male),117.6267
19259,Oceania,2015,,,Gross enrollment ratio - Secondary (female),104.1014
19261,Oceania,2015,,,Gross enrollment ratio - Tertiary (male),63.551
19262,Oceania,2015,,,Gross enrollment ratio - Tertiary (female),90.4805
19264,Oceania,2018,,,Gross enrollment ratio - Primary (male),104.5802
19265,Oceania,2018,,,Gross enrollment ratio - Primary (female),101.6624
19267,Oceania,2018,,,Gross enrollment ratio - Secondary (male),113.7819
19268,Oceania,2018,,,Gross enrollment ratio - Secondary (female),101.9935
19270,Oceania,2018,,,Gross enrollment ratio - Tertiary (male),60.9733
19271,Oceania,2018,,,Gross enrollment ratio - Tertiary (female),86.1177
19273,Afghanistan,2004,,,Gross enrollment ratio - Primary (male),144.6119
19274,Afghanistan,2004,,,Gross enrollment ratio - Primary (female),62.591
19276,Afghanistan,2004,,,Gross enrollment ratio - Secondary (male),28.3513
19277,Afghanistan,2004,,,Gross enrollment ratio - Secondary (female),5.9427
19279,Afghanistan,2004,,,Gross enrollment ratio - Tertiary (male),1.8215
19280,Afghanistan,2004,,,Gross enrollment ratio - Tertiary (female),0.514
19282,Afghanistan,2005,,,Gross enrollment ratio - Primary (male),123.106
19283,Afghanistan,2005,,,Gross enrollment ratio - Primary (female),71.8121
19285,Afghanistan,2005,,,Gross enrollment ratio - Secondary (male),27.5933
19286,Afghanistan,2005,,,Gross enrollment ratio - Secondary (female),9.0069
19288,Afghanistan,2009,,,Gross enrollment ratio - Primary (male),116.3647
19289,Afghanistan,2009,,,Gross enrollment ratio - Primary (female),76.5104
19291,Afghanistan,2009,,,Gross enrollment ratio - Secondary (male),59.3823
19292,Afghanistan,2009,,,Gross enrollment ratio - Secondary (female),28.5837
19294,Afghanistan,2009,,,Gross enrollment ratio - Tertiary (male),5.9738
19295,Afghanistan,2009,,,Gross enrollment ratio - Tertiary (female),1.4121
19297,Afghanistan,2014,,,Gross enrollment ratio - Primary (male),124.2094
19298,Afghanistan,2014,,,Gross enrollment ratio - Primary (female),86.7296
19300,Afghanistan,2014,,,Gross enrollment ratio - Secondary (male),67.0969
19301,Afghanistan,2014,,,Gross enrollment ratio - Secondary (female),37.333
19303,Afghanistan,2014,,,Gross enrollment ratio - Tertiary (male),12.634
19304,Afghanistan,2014,,,Gross enrollment ratio - Tertiary (female),3.487
19306,Afghanistan,2015,,,Gross enrollment ratio - Primary (male),122.655
19307,Afghanistan,2015,,,Gross enrollment ratio - Primary (female),83.5044
19309,Afghanistan,2015,,,Gross enrollment ratio - Secondary (male),65.8758
19310,Afghanistan,2015,,,Gross enrollment ratio - Secondary (female),36.7519
19312,Afghanistan,2018,,,Gross enrollment ratio - Primary (male),124.2298
19313,Afghanistan,2018,,,Gross enrollment ratio - Primary (female),82.8503
19315,Afghanistan,2018,,,Gross enrollment ratio - Secondary (male),70.0528
19316,Afghanistan,2018,,,Gross enrollment ratio - Secondary (female),39.9984
19318,Afghanistan,2018,,,Gross enrollment ratio - Tertiary (male),14.2081
19319,Afghanistan,2018,,,Gross enrollment ratio - Tertiary (female),4.9051
19321,Albania,2014,,,Gross enrollment ratio - Primary (male),102.3587
19322,Albania,2014,,,Gross enrollment ratio - Primary (female),106.1275
19324,Albania,2014,,,Gross enrollment ratio - Secondary (male),100.362
19325,Albania,2014,,,Gross enrollment ratio - Secondary (female),94.7869
19327,Albania,2014,,,Gross enrollment ratio - Tertiary (male),54.5589
19328,Albania,2014,,,Gross enrollment ratio - Tertiary (female),78.3196
19330,Albania,2015,,,Gross enrollment ratio - Primary (male),104.0339
19331,Albania,2015,,,Gross enrollment ratio - Primary (female),107.2902
19333,Albania,2015,,,Gross enrollment ratio - Secondary (male),99.4783
19334,Albania,2015,,,Gross enrollment ratio - Secondary (female),95.1227
19336,Albania,2015,,,Gross enrollment ratio - Tertiary (male),51.5609
19337,Albania,2015,,,Gross enrollment ratio - Tertiary (female),73.5301
19339,Albania,2018,,,Gross enrollment ratio - Primary (male),105.1526
19340,Albania,2018,,,Gross enrollment ratio - Primary (female),109.1112
19342,Albania,2018,,,Gross enrollment ratio - Secondary (male),95.1912
19343,Albania,2018,,,Gross enrollment ratio - Secondary (female),95.7047
19345,Albania,2018,,,Gross enrollment ratio - Tertiary (male),43.048
19346,Albania,2018,,,Gross enrollment ratio - Tertiary (female),67.5786
19348,Algeria,2011,,,Gross enrollment ratio - Primary (male),120.1924
19349,Algeria,2011,,,Gross enrollment ratio - Primary (female),112.7884
19351,Algeria,2011,,,Gross enrollment ratio - Secondary (male),97.759
19352,Algeria,2011,,,Gross enrollment ratio - Secondary (female),101.5445
19354,Algeria,2011,,,Gross enrollment ratio - Tertiary (male),25.5373
19355,Algeria,2011,,,Gross enrollment ratio - Tertiary (female),37.0726
19357,Algeria,2014,,,Gross enrollment ratio - Primary (male),121.4196
19358,Algeria,2014,,,Gross enrollment ratio - Primary (female),115.4655
19360,Algeria,2014,,,Gross enrollment ratio - Tertiary (male),27.34
19361,Algeria,2014,,,Gross enrollment ratio - Tertiary (female),41.8567
19363,Algeria,2018,,,Gross enrollment ratio - Primary (male),112.3596
19364,Algeria,2018,,,Gross enrollment ratio - Primary (female),107.3023
19366,Algeria,2018,,,Gross enrollment ratio - Tertiary (male),38.8317
19367,Algeria,2018,,,Gross enrollment ratio - Tertiary (female),64.4208
19382,Angola,2002,,,Gross enrollment ratio - Secondary (male),16.3822
19383,Angola,2002,,,Gross enrollment ratio - Secondary (female),13.603
19385,Angola,2002,,,Gross enrollment ratio - Tertiary (male),0.8648
19386,Angola,2002,,,Gross enrollment ratio - Tertiary (female),0.5643
19390,Angola,2010,,,Gross enrollment ratio - Primary (male),117.6542
19391,Angola,2010,,,Gross enrollment ratio - Primary (female),94.0567
19393,Angola,2010,,,Gross enrollment ratio - Secondary (male),31.3306
19394,Angola,2010,,,Gross enrollment ratio - Secondary (female),21.2645
19396,Angola,2011,,,Gross enrollment ratio - Primary (male),146.938
19397,Angola,2011,,,Gross enrollment ratio - Primary (female),92.4564
19399,Angola,2011,,,Gross enrollment ratio - Secondary (male),32.3352
19400,Angola,2011,,,Gross enrollment ratio - Secondary (female),20.7207
19402,Angola,2011,,,Gross enrollment ratio - Tertiary (male),8.9984
19403,Angola,2011,,,Gross enrollment ratio - Tertiary (female),3.3226
19405,Angola,2013,,,Gross enrollment ratio - Tertiary (male),9.8508
19406,Angola,2013,,,Gross enrollment ratio - Tertiary (female),7.8472
19408,Angola,2015,,,Gross enrollment ratio - Primary (male),121.1359
19409,Angola,2015,,,Gross enrollment ratio - Primary (female),105.8882
19411,Angola,2015,,,Gross enrollment ratio - Tertiary (male),9.4225
19412,Angola,2015,,,Gross enrollment ratio - Tertiary (female),7.4005
19414,Angola,2016,,,Gross enrollment ratio - Secondary (male),61.7744
19415,Angola,2016,,,Gross enrollment ratio - Secondary (female),39.7418
19417,Angola,2016,,,Gross enrollment ratio - Tertiary (male),10.2382
19418,Angola,2016,,,Gross enrollment ratio - Tertiary (female),8.4533
19420,Anguilla,2008,,,Gross enrollment ratio - Primary (male),126.2751
19421,Anguilla,2008,,,Gross enrollment ratio - Primary (female),122.188
19423,Anguilla,2008,,,Gross enrollment ratio - Secondary (male),105.6485
19424,Anguilla,2008,,,Gross enrollment ratio - Secondary (female),102.0284
19426,Anguilla,2008,,,Gross enrollment ratio - Tertiary (male),1.5707
19427,Anguilla,2008,,,Gross enrollment ratio - Tertiary (female),7.6014
19429,Anguilla,2011,,,Gross enrollment ratio - Primary (male),124.2291
19430,Anguilla,2011,,,Gross enrollment ratio - Primary (female),119.0476
19432,Anguilla,2011,,,Gross enrollment ratio - Secondary (male),114.1921
19433,Anguilla,2011,,,Gross enrollment ratio - Secondary (female),114.2857
19436,Antigua and Barbuda,2000,,,Gross enrollment ratio - Secondary (male),82.9646
19437,Antigua and Barbuda,2000,,,Gross enrollment ratio - Secondary (female),76.6407
19439,Antigua and Barbuda,2014,,,Gross enrollment ratio - Primary (male),108.7369
19440,Antigua and Barbuda,2014,,,Gross enrollment ratio - Primary (female),103.2918
19442,Antigua and Barbuda,2014,,,Gross enrollment ratio - Secondary (male),106.6667
19443,Antigua and Barbuda,2014,,,Gross enrollment ratio - Secondary (female),107.2995
19445,Antigua and Barbuda,2015,,,Gross enrollment ratio - Primary (male),106.7737
19446,Antigua and Barbuda,2015,,,Gross enrollment ratio - Primary (female),103.1639
19448,Antigua and Barbuda,2015,,,Gross enrollment ratio - Secondary (male),107.1353
19449,Antigua and Barbuda,2015,,,Gross enrollment ratio - Secondary (female),109.3478
19451,Antigua and Barbuda,2018,,,Gross enrollment ratio - Primary (male),105.4337
19452,Antigua and Barbuda,2018,,,Gross enrollment ratio - Primary (female),104.5989
19454,Antigua and Barbuda,2018,,,Gross enrollment ratio - Secondary (male),113.2773
19455,Antigua and Barbuda,2018,,,Gross enrollment ratio - Secondary (female),109.0701
19457,Argentina,2014,,,Gross enrollment ratio - Primary (male),111.5726
19458,Argentina,2014,,,Gross enrollment ratio - Primary (female),111.3426
19460,Argentina,2014,,,Gross enrollment ratio - Secondary (male),102.5928
19461,Argentina,2014,,,Gross enrollment ratio - Secondary (female),109.5981
19463,Argentina,2014,,,Gross enrollment ratio - Tertiary (male),62.1948
19464,Argentina,2014,,,Gross enrollment ratio - Tertiary (female),100.3012
19466,Argentina,2015,,,Gross enrollment ratio - Primary (male),111.3687
19467,Argentina,2015,,,Gross enrollment ratio - Primary (female),111.2357
19469,Argentina,2015,,,Gross enrollment ratio - Secondary (male),103.844
19470,Argentina,2015,,,Gross enrollment ratio - Secondary (female),110.1584
19472,Argentina,2015,,,Gross enrollment ratio - Tertiary (male),64.0533
19473,Argentina,2015,,,Gross enrollment ratio - Tertiary (female),104.5159
19475,Armenia,2000,,,Gross enrollment ratio - Primary (male),98.0292
19476,Armenia,2000,,,Gross enrollment ratio - Primary (female),99.3317
19478,Armenia,2000,,,Gross enrollment ratio - Secondary (male),87.8493
19479,Armenia,2000,,,Gross enrollment ratio - Secondary (female),96.5085
