Num,Region,Year,Series,Value,Footnotes,Source
764,Thailand,2014,"Kidnapping at the national level, rate per 100,000",0.0280,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
764,Thailand,2014,"Theft at the national level, rate per 100,000 population",58.3000,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
764,Thailand,2014,"Robbery at the national level, rate per 100,000 population",2.0910,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
764,Thailand,2014,"Total Sexual Violence at the national level, rate per 100,000",1.7810,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
764,Thailand,2015,"Intentional homicide rates per 100,000",3.4738,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
764,Thailand,2015,"Assault rate per 100,000 population",19.9000,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
764,Thailand,2015,"Kidnapping at the national level, rate per 100,000",0.4420,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
764,Thailand,2015,"Theft at the national level, rate per 100,000 population",57.3000,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
764,Thailand,2015,"Robbery at the national level, rate per 100,000 population",2.1810,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
764,Thailand,2015,"Total Sexual Violence at the national level, rate per 100,000",5.8840,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
764,Thailand,2016,"Intentional homicide rates per 100,000",3.2318,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
764,Thailand,2016,"Kidnapping at the national level, rate per 100,000",2.1550,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
764,Thailand,2016,"Theft at the national level, rate per 100,000 population",47.9100,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
764,Thailand,2016,"Robbery at the national level, rate per 100,000 population",1.5400,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
764,Thailand,2016,"Total Sexual Violence at the national level, rate per 100,000",5.4940,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
764,Thailand,2017,"Intentional homicide rates per 100,000",2.5820,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
626,Timor-Leste,2005,"Intentional homicide rates per 100,000",4.6225,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
626,Timor-Leste,2010,"Intentional homicide rates per 100,000",3.5665,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
626,Timor-Leste,2015,"Intentional homicide rates per 100,000",4.0960,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
626,Timor-Leste,2015,"Kidnapping at the national level, rate per 100,000",0.4180,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
626,Timor-Leste,2015,"Total Sexual Violence at the national level, rate per 100,000",4.5990,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
626,Timor-Leste,2017,"Kidnapping at the national level, rate per 100,000",0.3220,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
626,Timor-Leste,2017,"Robbery at the national level, rate per 100,000 population",1.8500,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
626,Timor-Leste,2017,"Total Sexual Violence at the national level, rate per 100,000",10.7000,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
776,Tonga,2005,"Intentional homicide rates per 100,000",3.9640,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
776,Tonga,2005,"Percentage of male and female intentional homicide victims, Male",7.8970,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
776,Tonga,2005,"Percentage of male and female intentional homicide victims, Female",0.0000,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
776,Tonga,2010,"Intentional homicide rates per 100,000",0.9617,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
776,Tonga,2010,"Percentage of male and female intentional homicide victims, Male",1.9183,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
776,Tonga,2010,"Percentage of male and female intentional homicide victims, Female",0.0000,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
776,Tonga,2012,"Intentional homicide rates per 100,000",0.9734,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
776,Tonga,2012,"Percentage of male and female intentional homicide victims, Male",0.0000,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
776,Tonga,2012,"Percentage of male and female intentional homicide victims, Female",1.9498,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
780,Trinidad and Tobago,2005,"Intentional homicide rates per 100,000",29.7725,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
780,Trinidad and Tobago,2005,"Percentage of male and female intentional homicide victims, Male",53.9453,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
780,Trinidad and Tobago,2005,"Percentage of male and female intentional homicide victims, Female",5.9701,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
780,Trinidad and Tobago,2005,"Assault rate per 100,000 population",61.7600,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
780,Trinidad and Tobago,2005,"Kidnapping at the national level, rate per 100,000",4.4740,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
780,Trinidad and Tobago,2005,"Theft at the national level, rate per 100,000 population",212.1800,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
780,Trinidad and Tobago,2005,"Total Sexual Violence at the national level, rate per 100,000",61.9120,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
780,Trinidad and Tobago,2010,"Intentional homicide rates per 100,000",35.6136,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
780,Trinidad and Tobago,2010,"Percentage of male and female intentional homicide victims, Male",63.8703,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
780,Trinidad and Tobago,2010,"Percentage of male and female intentional homicide victims, Female",7.8892,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
780,Trinidad and Tobago,2010,"Assault rate per 100,000 population",46.3900,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
780,Trinidad and Tobago,2010,"Kidnapping at the national level, rate per 100,000",0.5270,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
780,Trinidad and Tobago,2010,"Theft at the national level, rate per 100,000 population",307.9100,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
780,Trinidad and Tobago,2010,"Robbery at the national level, rate per 100,000 population",385.7680,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
780,Trinidad and Tobago,2010,"Total Sexual Violence at the national level, rate per 100,000",57.7560,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
780,Trinidad and Tobago,2015,"Intentional homicide rates per 100,000",30.6495,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
780,Trinidad and Tobago,2015,"Percentage of male and female intentional homicide victims, Male",57.6937,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
780,Trinidad and Tobago,2015,"Percentage of male and female intentional homicide victims, Female",4.1870,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
780,Trinidad and Tobago,2015,"Assault rate per 100,000 population",43.8000,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
780,Trinidad and Tobago,2015,"Kidnapping at the national level, rate per 100,000",0.2920,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
780,Trinidad and Tobago,2015,"Theft at the national level, rate per 100,000 population",136.5000,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
780,Trinidad and Tobago,2015,"Robbery at the national level, rate per 100,000 population",180.2190,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
780,Trinidad and Tobago,2015,"Total Sexual Violence at the national level, rate per 100,000",50.7300,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
788,Tunisia,2005,"Intentional homicide rates per 100,000",2.5725,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
788,Tunisia,2010,"Intentional homicide rates per 100,000",2.6892,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
788,Tunisia,2012,"Intentional homicide rates per 100,000",3.0608,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
792,Turkey,2005,"Intentional homicide rates per 100,000",4.8672,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
792,Turkey,2005,"Percentage of male and female intentional homicide victims, Male",8.0704,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
792,Turkey,2005,"Percentage of male and female intentional homicide victims, Female",1.7628,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
792,Turkey,2005,"Assault rate per 100,000 population",155.6900,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
792,Turkey,2005,"Kidnapping at the national level, rate per 100,000",12.8670,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
792,Turkey,2005,"Theft at the national level, rate per 100,000 population",152.8000,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
792,Turkey,2005,"Total Sexual Violence at the national level, rate per 100,000",4.4480,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
792,Turkey,2010,"Intentional homicide rates per 100,000",4.2363,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
792,Turkey,2010,"Percentage of male and female intentional homicide victims, Male",6.8327,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
792,Turkey,2010,"Percentage of male and female intentional homicide victims, Female",1.7246,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
792,Turkey,2010,"Assault rate per 100,000 population",305.3900,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
792,Turkey,2010,"Kidnapping at the national level, rate per 100,000",18.7840,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
792,Turkey,2010,"Theft at the national level, rate per 100,000 population",248.3000,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
792,Turkey,2010,"Robbery at the national level, rate per 100,000 population",11.8640,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
792,Turkey,2010,"Total Sexual Violence at the national level, rate per 100,000",5.7880,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
792,Turkey,2014,"Assault rate per 100,000 population",102.8200,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
792,Turkey,2014,"Kidnapping at the national level, rate per 100,000",42.6690,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
792,Turkey,2014,"Theft at the national level, rate per 100,000 population",277.3600,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
792,Turkey,2014,"Robbery at the national level, rate per 100,000 population",55.1630,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
792,Turkey,2014,"Total Sexual Violence at the national level, rate per 100,000",53.9940,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
792,Turkey,2016,"Intentional homicide rates per 100,000",3.3384,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
792,Turkey,2016,"Percentage of male and female intentional homicide victims, Male",5.6648,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
792,Turkey,2016,"Percentage of male and female intentional homicide victims, Female",1.0811,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
792,Turkey,2016,"Assault rate per 100,000 population",87.5600,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
792,Turkey,2016,"Theft at the national level, rate per 100,000 population",212.8500,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
792,Turkey,2016,"Robbery at the national level, rate per 100,000 population",33.9770,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
792,Turkey,2016,"Total Sexual Violence at the national level, rate per 100,000",42.8760,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
792,Turkey,2017,"Intentional homicide rates per 100,000",3.0857,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
792,Turkey,2017,"Percentage of male and female intentional homicide victims, Male",5.2262,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
792,Turkey,2017,"Percentage of male and female intentional homicide victims, Female",1.0055,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
795,Turkmenistan,2004,"Intentional homicide rates per 100,000",4.4436,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
795,Turkmenistan,2004,"Kidnapping at the national level, rate per 100,000",2.7000,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
795,Turkmenistan,2005,"Intentional homicide rates per 100,000",4.3326,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
795,Turkmenistan,2005,"Assault rate per 100,000 population",1.8900,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
795,Turkmenistan,2005,"Theft at the national level, rate per 100,000 population",34.9500,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
795,Turkmenistan,2006,"Intentional homicide rates per 100,000",4.2203,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
795,Turkmenistan,2006,"Assault rate per 100,000 population",1.7300,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
795,Turkmenistan,2006,"Theft at the national level, rate per 100,000 population",29.7500,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
796,Turks and Caicos Islands,2002,"Intentional homicide rates per 100,000",8.6096,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
796,Turks and Caicos Islands,2002,"Percentage of male and female intentional homicide victims, Female",0.0000,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
796,Turks and Caicos Islands,2005,"Intentional homicide rates per 100,000",0.0000,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
796,Turks and Caicos Islands,2009,"Intentional homicide rates per 100,000",6.2631,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
796,Turks and Caicos Islands,2009,"Percentage of male and female intentional homicide victims, Female",0.0000,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
796,Turks and Caicos Islands,2014,"Intentional homicide rates per 100,000",5.6543,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
796,Turks and Caicos Islands,2014,"Percentage of male and female intentional homicide victims, Female",0.0000,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
798,Tuvalu,2005,"Intentional homicide rates per 100,000",0.0000,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
798,Tuvalu,2010,"Intentional homicide rates per 100,000",9.5048,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
798,Tuvalu,2012,"Intentional homicide rates per 100,000",18.6150,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
800,Uganda,2005,"Intentional homicide rates per 100,000",9.0014,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
800,Uganda,2005,"Assault rate per 100,000 population",126.7500,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
800,Uganda,2005,"Theft at the national level, rate per 100,000 population",198.8800,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
800,Uganda,2005,"Total Sexual Violence at the national level, rate per 100,000",50.9340,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
800,Uganda,2010,"Intentional homicide rates per 100,000",9.7446,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
800,Uganda,2010,"Percentage of male and female intentional homicide victims, Male",16.0856,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
800,Uganda,2010,"Percentage of male and female intentional homicide victims, Female",3.6334,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
800,Uganda,2010,"Assault rate per 100,000 population",70.8600,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
800,Uganda,2010,"Kidnapping at the national level, rate per 100,000",0.4630,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
800,Uganda,2010,"Theft at the national level, rate per 100,000 population",72.2500,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
800,Uganda,2010,"Robbery at the national level, rate per 100,000 population",18.5800,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
800,Uganda,2010,"Total Sexual Violence at the national level, rate per 100,000",26.6590,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
800,Uganda,2016,"Intentional homicide rates per 100,000",11.3041,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
800,Uganda,2016,"Percentage of male and female intentional homicide victims, Male",18.3246,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
800,Uganda,2016,"Percentage of male and female intentional homicide victims, Female",4.5185,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
800,Uganda,2016,"Assault rate per 100,000 population",17.7000,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
800,Uganda,2016,"Kidnapping at the national level, rate per 100,000",2.3660,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
800,Uganda,2016,"Theft at the national level, rate per 100,000 population",109.7500,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
800,Uganda,2016,"Robbery at the national level, rate per 100,000 population",18.3030,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
800,Uganda,2016,"Total Sexual Violence at the national level, rate per 100,000",49.3030,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
800,Uganda,2017,"Intentional homicide rates per 100,000",11.5020,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
800,Uganda,2017,"Percentage of male and female intentional homicide victims, Male",19.2659,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
800,Uganda,2017,"Percentage of male and female intentional homicide victims, Female",3.9869,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
800,Uganda,2017,"Assault rate per 100,000 population",13.9200,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
800,Uganda,2017,"Robbery at the national level, rate per 100,000 population",16.6400,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
804,Ukraine,2005,"Intentional homicide rates per 100,000",6.4618,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
804,Ukraine,2005,"Percentage of male and female intentional homicide victims, Male",9.5225,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
804,Ukraine,2005,"Percentage of male and female intentional homicide victims, Female",3.8139,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
804,Ukraine,2005,"Assault rate per 100,000 population",14.3000,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
804,Ukraine,2005,"Kidnapping at the national level, rate per 100,000",0.3800,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
804,Ukraine,2005,"Theft at the national level, rate per 100,000 population",398.0700,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
804,Ukraine,2005,"Total Sexual Violence at the national level, rate per 100,000",4.1140,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
804,Ukraine,2010,"Intentional homicide rates per 100,000",4.3414,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
804,Ukraine,2010,"Percentage of male and female intentional homicide victims, Male",6.5512,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
804,Ukraine,2010,"Percentage of male and female intentional homicide victims, Female",2.4469,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
804,Ukraine,2010,"Assault rate per 100,000 population",8.8000,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
804,Ukraine,2010,"Kidnapping at the national level, rate per 100,000",0.6380,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
804,Ukraine,2010,"Theft at the national level, rate per 100,000 population",556.3300,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
804,Ukraine,2010,"Robbery at the national level, rate per 100,000 population",50.8820,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
804,Ukraine,2010,"Total Sexual Violence at the national level, rate per 100,000",2.9440,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
804,Ukraine,2017,"Intentional homicide rates per 100,000",6.1837,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
804,Ukraine,2017,"Percentage of male and female intentional homicide victims, Male",11.1177,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
804,Ukraine,2017,"Percentage of male and female intentional homicide victims, Female",1.9297,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
804,Ukraine,2017,"Assault rate per 100,000 population",3.6300,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
804,Ukraine,2017,"Kidnapping at the national level, rate per 100,000",1.2500,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
804,Ukraine,2017,"Robbery at the national level, rate per 100,000 population",47.5090,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
804,Ukraine,2017,"Total Sexual Violence at the national level, rate per 100,000",1.9080,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
784,United Arab Emirates,2004,"Intentional homicide rates per 100,000",0.6636,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
784,United Arab Emirates,2004,"Kidnapping at the national level, rate per 100,000",12.4370,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
784,United Arab Emirates,2004,"Theft at the national level, rate per 100,000 population",271.2500,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
784,United Arab Emirates,2005,"Intentional homicide rates per 100,000",1.2205,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
784,United Arab Emirates,2005,"Assault rate per 100,000 population",15.6300,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
784,United Arab Emirates,2005,"Kidnapping at the national level, rate per 100,000",18.7870,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
784,United Arab Emirates,2006,"Intentional homicide rates per 100,000",0.7358,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
784,United Arab Emirates,2006,"Assault rate per 100,000 population",14.3000,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
784,United Arab Emirates,2006,"Kidnapping at the national level, rate per 100,000",18.3200,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
784,United Arab Emirates,2010,"Intentional homicide rates per 100,000",0.7836,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
784,United Arab Emirates,2010,"Percentage of male and female intentional homicide victims, Male",0.7669,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
784,United Arab Emirates,2010,"Percentage of male and female intentional homicide victims, Female",0.8332,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
784,United Arab Emirates,2015,"Intentional homicide rates per 100,000",0.6477,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
