Region,Year,CrimeRate,EducationRate,CrimeInfo,EducationInfo,Gender
Sao Tome and Principe,2011,2.16,NULL,"Assault rate per 100,000 population",NULL,NULL
Sao Tome and Principe,2011,0,NULL,"Kidnapping at the national level, rate per 100,000",NULL,NULL
Sao Tome and Principe,2011,10.81,NULL,"Theft at the national level, rate per 100,000 population",NULL,NULL
Sao Tome and Principe,2011,0.541,NULL,"Robbery at the national level, rate per 100,000 population",NULL,NULL
Sao Tome and Principe,2011,0,NULL,"Total Sexual Violence at the national level, rate per 100,000",NULL,NULL
Seychelles,2016,12.5377,NULL,"Intentional homicide rates per 100,000",NULL,NULL
Singapore,2010,0.3703,236.891,"Intentional homicide rates per 100,000",Students enrolled in tertiary education (thousands),Combined
Singapore,2010,8.36,236.891,"Assault rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Singapore,2010,0,236.891,"Kidnapping at the national level, rate per 100,000",Students enrolled in tertiary education (thousands),Combined
Singapore,2010,356.15,236.891,"Theft at the national level, rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Singapore,2010,10.095,236.891,"Robbery at the national level, rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Singapore,2010,30.774,236.891,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in tertiary education (thousands),Combined
Solomon Islands,2005,5.5329,22.487,"Intentional homicide rates per 100,000",Students enrolled in secondary education (thousands),Combined
Solomon Islands,2005,5.5329,75.082,"Intentional homicide rates per 100,000",Students enrolled in primary education (thousands),Combined
Solomon Islands,2005,218.94,22.487,"Theft at the national level, rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Solomon Islands,2005,218.94,75.082,"Theft at the national level, rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Solomon Islands,2005,43.404,22.487,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in secondary education (thousands),Combined
Solomon Islands,2005,43.404,75.082,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in primary education (thousands),Combined
Suriname,2017,5.4338,NULL,"Intentional homicide rates per 100,000",NULL,NULL
Suriname,2017,63.16,NULL,"Assault rate per 100,000 population",NULL,NULL
Sweden,2016,1.0777,NULL,"Intentional homicide rates per 100,000",NULL,NULL
Sweden,2016,50.42,NULL,"Assault rate per 100,000 population",NULL,NULL
Sweden,2016,3816.55,NULL,"Theft at the national level, rate per 100,000 population",NULL,NULL
Sweden,2016,87.048,NULL,"Robbery at the national level, rate per 100,000 population",NULL,NULL
Sweden,2016,179.758,NULL,"Total Sexual Violence at the national level, rate per 100,000",NULL,NULL
Sweden,2017,1.1409,426.354,"Intentional homicide rates per 100,000",Students enrolled in tertiary education (thousands),Combined
Sweden,2017,1.1409,916.224,"Intentional homicide rates per 100,000",Students enrolled in secondary education (thousands),Combined
Sweden,2017,1.1409,861.086,"Intentional homicide rates per 100,000",Students enrolled in primary education (thousands),Combined
Sweden,2017,47.3,426.354,"Assault rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Sweden,2017,47.3,916.224,"Assault rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Sweden,2017,47.3,861.086,"Assault rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Sweden,2017,87.32,426.354,"Robbery at the national level, rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Sweden,2017,87.32,916.224,"Robbery at the national level, rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Sweden,2017,87.32,861.086,"Robbery at the national level, rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Sweden,2017,190.55,426.354,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in tertiary education (thousands),Combined
Sweden,2017,190.55,916.224,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in secondary education (thousands),Combined
Sweden,2017,190.55,861.086,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in primary education (thousands),Combined
Switzerland,2010,0.6762,53.2102,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Tertiary (male),M
Switzerland,2010,0.6762,97.5099,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Secondary (male),M
Switzerland,2010,0.6762,103.0784,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Primary (male),M
Tajikistan,2011,0.4459,NULL,"Percentage of male and female intentional homicide victims, Female",NULL,NULL
Timor-Leste,2017,0.322,NULL,"Kidnapping at the national level, rate per 100,000",NULL,NULL
Timor-Leste,2017,1.85,NULL,"Robbery at the national level, rate per 100,000 population",NULL,NULL
Timor-Leste,2017,10.7,NULL,"Total Sexual Violence at the national level, rate per 100,000",NULL,NULL
Trinidad and Tobago,2005,5.9701,97.7656,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Primary (female),F
Turkmenistan,2005,4.3326,NULL,"Intentional homicide rates per 100,000",NULL,NULL
Turkmenistan,2005,1.89,NULL,"Assault rate per 100,000 population",NULL,NULL
Turkmenistan,2005,34.95,NULL,"Theft at the national level, rate per 100,000 population",NULL,NULL
Tuvalu,2012,18.615,NULL,"Intentional homicide rates per 100,000",NULL,NULL
Uganda,2016,11.3041,NULL,"Intentional homicide rates per 100,000",NULL,NULL
Uganda,2016,17.7,NULL,"Assault rate per 100,000 population",NULL,NULL
Uganda,2016,2.366,NULL,"Kidnapping at the national level, rate per 100,000",NULL,NULL
Uganda,2016,109.75,NULL,"Theft at the national level, rate per 100,000 population",NULL,NULL
Uganda,2016,18.303,NULL,"Robbery at the national level, rate per 100,000 population",NULL,NULL
Uganda,2016,49.303,NULL,"Total Sexual Violence at the national level, rate per 100,000",NULL,NULL
United Arab Emirates,2016,0.7051,NULL,"Intentional homicide rates per 100,000",NULL,NULL
United Arab Emirates,2016,3.72,NULL,"Assault rate per 100,000 population",NULL,NULL
United Arab Emirates,2016,0.78,NULL,"Kidnapping at the national level, rate per 100,000",NULL,NULL
United Arab Emirates,2016,51.31,NULL,"Theft at the national level, rate per 100,000 population",NULL,NULL
United Arab Emirates,2016,10.982,NULL,"Robbery at the national level, rate per 100,000 population",NULL,NULL
United Arab Emirates,2016,4.754,NULL,"Total Sexual Violence at the national level, rate per 100,000",NULL,NULL
United Kingdom,2017,1.7395,50.9723,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Tertiary (male),M
United Kingdom,2017,1.7395,124.0748,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Secondary (male),M
United Kingdom,2017,1.7395,101.2965,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Primary (male),M
Uruguay,2017,8.2639,162.463,"Intentional homicide rates per 100,000",Students enrolled in tertiary education (thousands),Combined
Uruguay,2017,8.2639,356.952,"Intentional homicide rates per 100,000",Students enrolled in secondary education (thousands),Combined
Uruguay,2017,8.2639,304.309,"Intentional homicide rates per 100,000",Students enrolled in primary education (thousands),Combined
Uruguay,2017,12.48,162.463,"Assault rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Uruguay,2017,12.48,356.952,"Assault rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Uruguay,2017,12.48,304.309,"Assault rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Uruguay,2017,1.077,162.463,"Kidnapping at the national level, rate per 100,000",Students enrolled in tertiary education (thousands),Combined
Uruguay,2017,1.077,356.952,"Kidnapping at the national level, rate per 100,000",Students enrolled in secondary education (thousands),Combined
Uruguay,2017,1.077,304.309,"Kidnapping at the national level, rate per 100,000",Students enrolled in primary education (thousands),Combined
Uruguay,2017,522.461,162.463,"Robbery at the national level, rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Uruguay,2017,522.461,356.952,"Robbery at the national level, rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Uruguay,2017,522.461,304.309,"Robbery at the national level, rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Uruguay,2017,61.362,162.463,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in tertiary education (thousands),Combined
Uruguay,2017,61.362,356.952,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in secondary education (thousands),Combined
Uruguay,2017,61.362,304.309,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in primary education (thousands),Combined
Zambia,2000,7.6517,NULL,"Intentional homicide rates per 100,000",NULL,NULL
Zambia,2015,5.3717,3215.723,"Intentional homicide rates per 100,000",Students enrolled in primary education (thousands),Combined
"Total, all countries or areas",2017,2.1709,NULL,"Percentage of male and female intentional homicide victims, Female",NULL,NULL
Africa,2017,12.9676,NULL,"Intentional homicide rates per 100,000",NULL,NULL
Central America,2010,49.692,NULL,"Percentage of male and female intentional homicide victims, Male",NULL,NULL
Central America,2010,5.2556,NULL,"Percentage of male and female intentional homicide victims, Female",NULL,NULL
Central Asia,2005,6.4578,NULL,"Intentional homicide rates per 100,000",NULL,NULL
Northern Europe,2017,0.8886,NULL,"Percentage of male and female intentional homicide victims, Female",NULL,NULL
Southern Europe,2005,2.0385,NULL,"Percentage of male and female intentional homicide victims, Male",NULL,NULL
Southern Europe,2005,0.6435,NULL,"Percentage of male and female intentional homicide victims, Female",NULL,NULL
Anguilla,2000,8.8913,NULL,"Intentional homicide rates per 100,000",NULL,NULL
Anguilla,2014,28.3407,NULL,"Intentional homicide rates per 100,000",NULL,NULL
Armenia,2016,5.1411,NULL,"Percentage of male and female intentional homicide victims, Male",NULL,NULL
Armenia,2016,1.0289,NULL,"Percentage of male and female intentional homicide victims, Female",NULL,NULL
Azerbaijan,2017,1.5594,NULL,"Percentage of male and female intentional homicide victims, Female",NULL,NULL
Bermuda,2010,23.001,20.1163,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Tertiary (male),M
Bermuda,2010,23.001,71.1864,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Secondary (male),M
Bermuda,2010,0,41.376,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Tertiary (female),F
Bermuda,2010,0,83.7176,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Secondary (female),F
Bosnia and Herzegovina,2016,0.8688,NULL,"Percentage of male and female intentional homicide victims, Female",NULL,NULL
Bosnia and Herzegovina,2017,0.585,NULL,"Percentage of male and female intentional homicide victims, Female",NULL,NULL
Brunei Darussalam,2000,1.1852,NULL,"Percentage of male and female intentional homicide victims, Male",NULL,NULL
Bulgaria,2016,1.6392,NULL,"Percentage of male and female intentional homicide victims, Male",NULL,NULL
Bulgaria,2016,0.5987,NULL,"Percentage of male and female intentional homicide victims, Female",NULL,NULL
Cambodia,2011,1.843,223.222,"Intentional homicide rates per 100,000",Students enrolled in tertiary education (thousands),Combined
Cambodia,2011,1.843,2224.267,"Intentional homicide rates per 100,000",Students enrolled in primary education (thousands),Combined
Canada,2016,2.5496,NULL,"Percentage of male and female intentional homicide victims, Male",NULL,NULL
Canada,2017,2.6703,59.0687,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Tertiary (male),M
Canada,2017,2.6703,113.0467,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Secondary (male),M
Canada,2017,2.6703,101.0624,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Primary (male),M
Channel Islands,2005,0.6593,NULL,"Intentional homicide rates per 100,000",NULL,NULL
Channel Islands,2010,0,NULL,"Intentional homicide rates per 100,000",NULL,NULL
Chile,2017,1.1309,94.6628,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Tertiary (female),F
Chile,2017,1.1309,102.0284,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Secondary (female),F
Chile,2017,1.1309,99.9425,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Primary (female),F
Colombia,2017,46.5192,NULL,"Percentage of male and female intentional homicide victims, Male",NULL,NULL
Costa Rica,2005,2.8645,83.3605,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Secondary (female),F
Costa Rica,2005,2.8645,110.3871,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Primary (female),F
Costa Rica,2010,20.3247,99.0347,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Secondary (male),M
Costa Rica,2010,20.3247,118.0183,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Primary (male),M
Cuba,2010,2.2332,118.6249,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Tertiary (female),F
Cuba,2010,2.2332,92.389,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Secondary (female),F
Cuba,2010,2.2332,100.2241,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Primary (female),F
Czechia,2016,0.5557,NULL,"Percentage of male and female intentional homicide victims, Male",NULL,NULL
Denmark,2010,0.7561,240.536,"Intentional homicide rates per 100,000",Students enrolled in tertiary education (thousands),Combined
Denmark,2010,0.7561,504.205,"Intentional homicide rates per 100,000",Students enrolled in secondary education (thousands),Combined
Denmark,2010,0.7561,403.344,"Intentional homicide rates per 100,000",Students enrolled in primary education (thousands),Combined
Denmark,2010,31.56,240.536,"Assault rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Denmark,2010,31.56,504.205,"Assault rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Denmark,2010,31.56,403.344,"Assault rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Denmark,2010,4351.09,240.536,"Theft at the national level, rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Denmark,2010,4351.09,504.205,"Theft at the national level, rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Denmark,2010,4351.09,403.344,"Theft at the national level, rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Denmark,2010,60.702,240.536,"Robbery at the national level, rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Denmark,2010,60.702,504.205,"Robbery at the national level, rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Denmark,2010,60.702,403.344,"Robbery at the national level, rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Denmark,2010,36.184,240.536,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in tertiary education (thousands),Combined
Denmark,2010,36.184,504.205,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in secondary education (thousands),Combined
Denmark,2010,36.184,403.344,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in primary education (thousands),Combined
Denmark,2016,1.1618,NULL,"Percentage of male and female intentional homicide victims, Male",NULL,NULL
Denmark,2017,1.789,68.3565,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Tertiary (male),M
Denmark,2017,1.789,128.3952,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Secondary (male),M
Denmark,2017,1.789,101.585,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Primary (male),M
Dominica,2005,11.3347,7.476,"Intentional homicide rates per 100,000",Students enrolled in secondary education (thousands),Combined
Dominica,2005,11.3347,9.441,"Intentional homicide rates per 100,000",Students enrolled in primary education (thousands),Combined
Dominican Republic,2006,42.3539,NULL,"Percentage of male and female intentional homicide victims, Male",NULL,NULL
Egypt,2005,0.1683,27.4667,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Tertiary (female),F
Egypt,2005,0.1683,93.053,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Primary (female),F
El Salvador,2015,204.458,26.5186,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Tertiary (male),M
El Salvador,2015,204.458,75.0448,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Secondary (male),M
El Salvador,2015,204.458,104.7923,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Primary (male),M
Estonia,2005,13.4162,50.9444,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Tertiary (male),M
Estonia,2005,13.4162,101.0339,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Secondary (male),M
Estonia,2005,13.4162,100.1597,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Primary (male),M
Estonia,2010,8.6392,51.6174,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Tertiary (male),M
Estonia,2010,8.6392,105.2482,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Secondary (male),M
Estonia,2010,8.6392,103.7813,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Primary (male),M
Estonia,2017,2.198,47.794,"Intentional homicide rates per 100,000",Students enrolled in tertiary education (thousands),Combined
Estonia,2017,2.198,82.646,"Intentional homicide rates per 100,000",Students enrolled in secondary education (thousands),Combined
Estonia,2017,2.198,85.617,"Intentional homicide rates per 100,000",Students enrolled in primary education (thousands),Combined
Estonia,2017,5.76,47.794,"Assault rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Estonia,2017,5.76,82.646,"Assault rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Estonia,2017,5.76,85.617,"Assault rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Estonia,2017,0,47.794,"Kidnapping at the national level, rate per 100,000",Students enrolled in tertiary education (thousands),Combined
Estonia,2017,0,82.646,"Kidnapping at the national level, rate per 100,000",Students enrolled in secondary education (thousands),Combined
Estonia,2017,0,85.617,"Kidnapping at the national level, rate per 100,000",Students enrolled in primary education (thousands),Combined
Estonia,2017,15.239,47.794,"Robbery at the national level, rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Estonia,2017,15.239,82.646,"Robbery at the national level, rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Estonia,2017,15.239,85.617,"Robbery at the national level, rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Estonia,2017,19.636,47.794,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in tertiary education (thousands),Combined
Estonia,2017,19.636,82.646,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in secondary education (thousands),Combined
Estonia,2017,19.636,85.617,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in primary education (thousands),Combined
Fiji,2010,2.3261,NULL,"Intentional homicide rates per 100,000",NULL,NULL
Finland,2005,3.2634,83.2615,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Tertiary (male),M
Finland,2005,3.2634,109.3475,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Secondary (male),M
Finland,2005,3.2634,98.7891,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Primary (male),M
Finland,2010,2.2178,303.554,"Intentional homicide rates per 100,000",Students enrolled in tertiary education (thousands),Combined
Finland,2010,2.2178,426.71,"Intentional homicide rates per 100,000",Students enrolled in secondary education (thousands),Combined
Finland,2010,2.2178,347.06,"Intentional homicide rates per 100,000",Students enrolled in primary education (thousands),Combined
Finland,2010,37.2,303.554,"Assault rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Finland,2010,37.2,426.71,"Assault rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Finland,2010,37.2,347.06,"Assault rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Finland,2010,0.019,303.554,"Kidnapping at the national level, rate per 100,000",Students enrolled in tertiary education (thousands),Combined
Finland,2010,0.019,426.71,"Kidnapping at the national level, rate per 100,000",Students enrolled in secondary education (thousands),Combined
Finland,2010,0.019,347.06,"Kidnapping at the national level, rate per 100,000",Students enrolled in primary education (thousands),Combined
Finland,2010,1853.04,303.554,"Theft at the national level, rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Finland,2010,1853.04,426.71,"Theft at the national level, rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Finland,2010,1853.04,347.06,"Theft at the national level, rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Finland,2010,28.103,303.554,"Robbery at the national level, rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Finland,2010,28.103,426.71,"Robbery at the national level, rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Finland,2010,28.103,347.06,"Robbery at the national level, rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Finland,2010,45.043,303.554,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in tertiary education (thousands),Combined
Finland,2010,45.043,426.71,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in secondary education (thousands),Combined
Finland,2010,45.043,347.06,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in primary education (thousands),Combined
France,2005,1.5969,2187.383,"Intentional homicide rates per 100,000",Students enrolled in tertiary education (thousands),Combined
France,2005,1.5969,6036.192,"Intentional homicide rates per 100,000",Students enrolled in secondary education (thousands),Combined
France,2005,1.5969,4015.49,"Intentional homicide rates per 100,000",Students enrolled in primary education (thousands),Combined
France,2005,243.21,2187.383,"Assault rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
France,2005,243.21,6036.192,"Assault rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
France,2005,243.21,4015.49,"Assault rate per 100,000 population",Students enrolled in primary education (thousands),Combined
France,2005,3.292,2187.383,"Kidnapping at the national level, rate per 100,000",Students enrolled in tertiary education (thousands),Combined
France,2005,3.292,6036.192,"Kidnapping at the national level, rate per 100,000",Students enrolled in secondary education (thousands),Combined
France,2005,3.292,4015.49,"Kidnapping at the national level, rate per 100,000",Students enrolled in primary education (thousands),Combined
France,2005,1366.26,2187.383,"Theft at the national level, rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
France,2005,1366.26,6036.192,"Theft at the national level, rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
France,2005,1366.26,4015.49,"Theft at the national level, rate per 100,000 population",Students enrolled in primary education (thousands),Combined
France,2005,39.051,2187.383,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in tertiary education (thousands),Combined
France,2005,39.051,6036.192,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in secondary education (thousands),Combined
France,2005,39.051,4015.49,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in primary education (thousands),Combined
France,2016,1.3515,NULL,"Intentional homicide rates per 100,000",NULL,NULL
France,2016,375.63,NULL,"Assault rate per 100,000 population",NULL,NULL
France,2016,5.904,NULL,"Kidnapping at the national level, rate per 100,000",NULL,NULL
France,2016,2136.18,NULL,"Theft at the national level, rate per 100,000 population",NULL,NULL
France,2016,161.5,NULL,"Robbery at the national level, rate per 100,000 population",NULL,NULL
France,2016,58.135,NULL,"Total Sexual Violence at the national level, rate per 100,000",NULL,NULL
Georgia,2005,9.5721,174.255,"Intentional homicide rates per 100,000",Students enrolled in tertiary education (thousands),Combined
Georgia,2005,9.5721,316.43,"Intentional homicide rates per 100,000",Students enrolled in secondary education (thousands),Combined
Georgia,2005,9.5721,338.222,"Intentional homicide rates per 100,000",Students enrolled in primary education (thousands),Combined
Georgia,2005,8.74,174.255,"Assault rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Georgia,2005,8.74,316.43,"Assault rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Georgia,2005,8.74,338.222,"Assault rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Georgia,2005,2.09,174.255,"Kidnapping at the national level, rate per 100,000",Students enrolled in tertiary education (thousands),Combined
Georgia,2005,2.09,316.43,"Kidnapping at the national level, rate per 100,000",Students enrolled in secondary education (thousands),Combined
Georgia,2005,2.09,338.222,"Kidnapping at the national level, rate per 100,000",Students enrolled in primary education (thousands),Combined
Georgia,2005,386.13,174.255,"Theft at the national level, rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Georgia,2005,386.13,316.43,"Theft at the national level, rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Georgia,2005,386.13,338.222,"Theft at the national level, rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Georgia,2005,3.895,174.255,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in tertiary education (thousands),Combined
Georgia,2005,3.895,316.43,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in secondary education (thousands),Combined
Georgia,2005,3.895,338.222,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in primary education (thousands),Combined
Georgia,2010,4.562,105.696,"Intentional homicide rates per 100,000",Students enrolled in tertiary education (thousands),Combined
Georgia,2010,4.562,289.137,"Intentional homicide rates per 100,000",Students enrolled in primary education (thousands),Combined
Georgia,2010,3.07,105.696,"Assault rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Georgia,2010,3.07,289.137,"Assault rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Georgia,2010,0.098,105.696,"Kidnapping at the national level, rate per 100,000",Students enrolled in tertiary education (thousands),Combined
Georgia,2010,0.098,289.137,"Kidnapping at the national level, rate per 100,000",Students enrolled in primary education (thousands),Combined
Georgia,2010,277.41,105.696,"Theft at the national level, rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Georgia,2010,277.41,289.137,"Theft at the national level, rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Georgia,2010,15.565,105.696,"Robbery at the national level, rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Georgia,2010,15.565,289.137,"Robbery at the national level, rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Georgia,2010,4.025,105.696,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in tertiary education (thousands),Combined
Georgia,2010,4.025,289.137,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in primary education (thousands),Combined
Grenada,2010,9.4138,11.5,"Intentional homicide rates per 100,000",Students enrolled in secondary education (thousands),Combined
Grenada,2010,9.4138,13.663,"Intentional homicide rates per 100,000",Students enrolled in primary education (thousands),Combined
Grenada,2010,1086.79,11.5,"Assault rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Grenada,2010,1086.79,13.663,"Assault rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Grenada,2010,0,11.5,"Kidnapping at the national level, rate per 100,000",Students enrolled in secondary education (thousands),Combined
Grenada,2010,0,13.663,"Kidnapping at the national level, rate per 100,000",Students enrolled in primary education (thousands),Combined
Grenada,2010,906.6,11.5,"Theft at the national level, rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Grenada,2010,906.6,13.663,"Theft at the national level, rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Grenada,2010,24.528,11.5,"Robbery at the national level, rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Grenada,2010,24.528,13.663,"Robbery at the national level, rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Grenada,2010,104.717,11.5,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in secondary education (thousands),Combined
Grenada,2010,104.717,13.663,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in primary education (thousands),Combined
Guatemala,2005,75.0485,43.2019,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Secondary (male),M
Guatemala,2005,75.0485,113.292,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Primary (male),M
Guatemala,2012,33.7573,NULL,"Intentional homicide rates per 100,000",NULL,NULL
Guatemala,2012,39.85,NULL,"Assault rate per 100,000 population",NULL,NULL
Guatemala,2012,0.544,NULL,"Kidnapping at the national level, rate per 100,000",NULL,NULL
Guatemala,2012,59.67,NULL,"Theft at the national level, rate per 100,000 population",NULL,NULL
Guatemala,2012,25.034,NULL,"Robbery at the national level, rate per 100,000 population",NULL,NULL
Guatemala,2012,4.289,NULL,"Total Sexual Violence at the national level, rate per 100,000",NULL,NULL
Guatemala,2015,54.6341,20.0414,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Tertiary (male),M
Guatemala,2015,54.6341,55.7808,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Secondary (male),M
Guatemala,2015,54.6341,103.0794,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Primary (male),M
